id,name,description,champion_ids,image,sourceUrl
3887,MSI 2022 CERBERUS Esports Emote,,,images/emotes/msi_2022_cerberus_esports_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2022/em_msi2022_cerberus_esports_inventory.png
3888,MSI 2022 Team Secret Emote,,,images/emotes/msi_2022_team_secret_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2022/em_msi2022_team_secret_inventory.png
3889,MSI 2022 SBTC Esports Emote,,,images/emotes/msi_2022_sbtc_esports_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2022/em_msi2022_sbtc_esports_inventory.png
3890,MSI 2022 Luxury Esports Emote,,,images/emotes/msi_2022_luxury_esports_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2022/em_msi2022_luxury_esports_inventory.png
3891,MSI 2022 Team Flash Emote,,,images/emotes/msi_2022_team_flash_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2022/em_msi2022_team_flash_inventory.png
3894,LoLEsports Spring 2022 Emote,,,images/emotes/lolesports_spring_2022_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_lolesports_spring_2022_inventory.png
3895,Take Notes And Learn Emote,This emote celebrates the 2022 edition of the Mid-Season Invitational.,,images/emotes/take_notes_and_learn_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_take_notes_and_learn_inventory.png
3896,Partners in Crime,This emote was released as a mission exclusive in celebration of Pride 2022.,"104, 4",images/emotes/partners_in_crime.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/pride/em_partners_in_crime_inventory.png
3897,Pride 2022,This emote was released as a mission exclusive in celebration of Pride 2022.,,images/emotes/pride_2022.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/pride/em_pride_2022_inventory.png
3898,Accepted!,,"104, 4",images/emotes/accepted.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/pride/em_accepted_inventory.png
3899,It's Zongzi!,This emote was acquired during Dragon Boat Festival 2022 events.,,images/emotes/it_s_zongzi.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/dragonboatf/em_its_zongzi_inventory.png
3900,Neon Nights - Hyper Roll: Green Tier,,,images/emotes/neon_nights_hyper_roll_green_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tfthyperroll/em_neon_nights_hyper_roll_green_tier_inventory.png
3901,Neon Nights - Hyper Roll: Blue Tier,,,images/emotes/neon_nights_hyper_roll_blue_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tfthyperroll/em_neon_nights_hyper_roll_blue_tier_inventory.png
3902,Neon Nights - Hyper Roll: Purple Tier,,,images/emotes/neon_nights_hyper_roll_purple_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tfthyperroll/em_neon_nights_hyper_roll_purple_tier_inventory.png
3903,Neon Nights - Hyper Roll: Hyper Tier,,,images/emotes/neon_nights_hyper_roll_hyper_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tfthyperroll/em_neon_nights_hyper_roll_hyper_tier_inventory.png
3904,Neon Nights - Double Up: Green Tier,,222,images/emotes/neon_nights_double_up_green_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftdoubleup/em_neon_nights_double_up_green_tier_inventory.png
3905,Neon Nights - Double Up: Blue Tier,,222,images/emotes/neon_nights_double_up_blue_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftdoubleup/em_neon_nights_double_up_blue_tier_inventory.png
3906,Neon Nights - Double Up: Purple Tier,,222,images/emotes/neon_nights_double_up_purple_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftdoubleup/em_neon_nights_double_up_purple_tier_inventory.png
3907,Neon Nights - Double Up: Double Tier,,222,images/emotes/neon_nights_double_up_double_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftdoubleup/em_neon_nights_double_up_hyper_tier_inventory.png
3908,TFT G&G Stage II Gold,,,images/emotes/tft_g_g_stage_ii_gold.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_6_5/em_tft_gg_gold_inventory.png
3909,TFT G&G Stage II Platinum,,,images/emotes/tft_g_g_stage_ii_platinum.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_6_5/em_tft_gg_platinum_inventory.png
3910,TFT G&G Stage II Diamond,,,images/emotes/tft_g_g_stage_ii_diamond.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_6_5/em_tft_gg_diamond_inventory.png
3911,TFT G&G Stage II Master,,,images/emotes/tft_g_g_stage_ii_master.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_6_5/em_tft_gg_master_inventory.png
3912,TFT G&G Stage II Grandmaster,,,images/emotes/tft_g_g_stage_ii_grandmaster.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_6_5/em_tft_gg_grandmaster_inventory.png
3913,TFT G&G Stage II Challenger,,,images/emotes/tft_g_g_stage_ii_challenger.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_6_5/em_tft_gg_challenger_inventory.png
3914,Dragonlands: Enchanting,,136,images/emotes/dragonlands_enchanting.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_dragonlands_enchanting_inventory.png
3915,Dragonlands: Stellar,,136,images/emotes/dragonlands_stellar.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_dragonlands_stellar_inventory.png
3916,Dragonlands: Beyond Compare,,136,images/emotes/dragonlands_beyond_compare.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_dragonlands_beyond_compare_inventory.png
3917,What If…?,,102,images/emotes/what_if.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_what_if_inventory.png
3918,You're The Best,,18,images/emotes/you_re_the_best.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_you_re_the_best_inventory.png
3919,Unstoppable,,2,images/emotes/unstoppable.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_unstoppable_inventory.png
3920,Prestige Ocean Song Seraphine Emote,,147,images/emotes/prestige_ocean_song_seraphine_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/oceansong/em_prestige_ocean_song_seraphine_inventory.png
3921,I Portend An Ill Fate,,15,images/emotes/i_portend_an_ill_fate.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/eclipseknight/em_i_portend_an_ill_fate_inventory.png
3922,2022 MSI Champion Winner Emote,,,images/emotes/2022_msi_champion_winner_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2022/em_2022_msi_champion_winner_inventory.png
3923,Super OK,,33,images/emotes/super_ok.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_super_ok_inventory.png
3924,Laughs in Evil,,83,images/emotes/laughs_in_evil.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_laughs_in_evil_inventory.png
3925,Take My Money,,360,images/emotes/take_my_money.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_take_my_money_inventory.png
3926,Interesting...,,143,images/emotes/interesting.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_interesting_inventory.png
3927,Posh lol,,31,images/emotes/posh_lol.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_posh_lol_inventory.png
3928,Are You For Real?,,13,images/emotes/are_you_for_real.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_are_you_for_real_inventory.png
3929,Serve!,,134,images/emotes/serve.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_serve_inventory.png
3930,Exquisite!,,80,images/emotes/exquisite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/mythic/ashen_knight/em_exquisite_inventory.png
3931,Aww how cute!,,145,images/emotes/aww_how_cute.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/starguardian/3931_star_guardian_kaisa_emote_inventory.png
3932,Gotcha!,,245,images/emotes/gotcha.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/starguardian/3932_star_guardian_ekko_emote_inventory.png
3933,So Sweet!,,37,images/emotes/so_sweet.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/starguardian/3933_star_guardian_sona_emote_inventory.png
3934,What joy!,,895,images/emotes/what_joy.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/starguardian/3934_star_guardian_nilah_inventory.png
3935,Come Closer,,9,images/emotes/come_closer.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/starguardian/3935_star_guardian_fiddlesticks_emote_inventory.png
3936,Umi Loves You!,,,images/emotes/umi_loves_you.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/starguardian/3936_star_guardians_2022_event_pass_emote_umi_inventory.png
3937,You Kick Ina?,,,images/emotes/you_kick_ina.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/starguardian/3937_star_guardians_2022_event_pass_emote_ina_inventory.png
3938,Rigel Disappoint,,,images/emotes/rigel_disappoint.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/starguardian/3938_star_guardians_2022_event_pass_emote_rigel_inventory.png
3939,Who's next?,,84,images/emotes/who_s_next.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/starguardian/3939_star_guardian_akali_emote_inventory.png
3940,Rock on!,,163,images/emotes/rock_on_2.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/starguardian/3940_star_guardian_taliyah_emote_inventory.png
3941,One more thing...,,526,images/emotes/one_more_thing.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/starguardian/3941_star_guardian_rell_emote_inventory.png
3942,Perfection,,133,images/emotes/perfection.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/starguardian/3942_star_guardian_quinn_emote_inventory.png
3943,You're Mine,,25,images/emotes/you_re_mine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/starguardian/3943_star_guardian_morgana_emote_inventory.png
3944,2022 - Split 3 - Iron,,200,images/emotes/2022_split_3_iron.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/split_3/em_belveth_iron_inventory.png
3945,2022 - Split 3 - Bronze,,200,images/emotes/2022_split_3_bronze.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/split_3/em_belveth_bronze_inventory.png
3946,2022 - Split 3 - Silver,,200,images/emotes/2022_split_3_silver.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/split_3/em_belveth_silver_inventory.png
3947,2022 - Split 3 - Gold,,200,images/emotes/2022_split_3_gold.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/split_3/em_belveth_gold_inventory.png
3948,2022 - Split 3 - Platinum,,200,images/emotes/2022_split_3_platinum.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/split_3/em_belveth_platinum_inventory.png
3949,2022 - Split 3 - Diamond,,200,images/emotes/2022_split_3_diamond.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/split_3/em_belveth_diamond_inventory.png
3950,2022 - Split 3 - Master,,200,images/emotes/2022_split_3_master.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/split_3/em_belveth_master_inventory.png
3951,2022 - Split 3 - Grand Master,,200,images/emotes/2022_split_3_grand_master.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/split_3/em_belveth_grandmaster_inventory.png
3952,2022 - Split 3 - Challenger,,200,images/emotes/2022_split_3_challenger.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/split_3/em_belveth_challenger_inventory.png
3953,Mend the World,,163,images/emotes/mend_the_world.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/starguardian/3953_star_guardian_taliyah_emote_2_inventory.png
3954,Ata,,1,images/emotes/ata.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/brcreative/em_ata_inventory.png
3955,Double Hang Loose,,875,images/emotes/double_hang_loose.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/brcreative/em_double_hang_loose_inventory.png
3956,Solo Kill Circus,,55,images/emotes/solo_kill_circus.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/brcreative/em_solo_kill_circus_inventory.png
3957,This League is MINE!,,45,images/emotes/this_league_is_mine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/monstertamer/em_monster_tamer_veigar_inventory.png
3958,For Koggy?,,96,images/emotes/for_koggy.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/monstertamer/em_monster_tamer_kogmaw_inventory.png
3959,"Little Monsters, Big Dreams",,117,images/emotes/little_monsters_big_dreams.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/monstertamer/em_monster_tamer_lulu_inventory.png
3960,Oh It's Okay,,1,images/emotes/oh_it_s_okay.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/brcreative/em_oh_its_okay_inventory.png
3961,Now we fight!,An emote exclusive to the Event Pass milestone missions,75,images/emotes/now_we_fight.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/steelvalkyries/em_now_we_fight_inventory.png
3962,Come again?,An emote exclusive to the Event Pass milestone missions,236,images/emotes/come_again.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/steelvalkyries/em_come_again_inventory.png
3963,Let's go already!,An emote exclusive to the Event Pass milestone missions,40,images/emotes/let_s_go_already.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/steelvalkyries/em_lets_go_already_inventory.png
3964,TFT Dragonlands Stage I Gold,,157,images/emotes/tft_dragonlands_stage_i_gold.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7/em_tft_draginlands_gold_youne_inventory.png
3965,TFT Dragonlands Stage I Platinum,,157,images/emotes/tft_dragonlands_stage_i_platinum.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7/em_tft_dragonlands_platinum_youne_inventory.png
3966,TFT Dragonlands Stage I Diamond,,157,images/emotes/tft_dragonlands_stage_i_diamond.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7/em_tft_dragonlands_diamond_youne_inventory.png
3967,TFT Dragonlands Stage I Master,,157,images/emotes/tft_dragonlands_stage_i_master.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7/em_tft_dragonlands_master_youne_inventory.png
3968,TFT Dragonlands Stage I Grandmaster,,157,images/emotes/tft_dragonlands_stage_i_grandmaster.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7/em_tft_dragonlands_grandmaster_youne_inventory.png
3969,TFT Dragonlands Stage I Challenger,,157,images/emotes/tft_dragonlands_stage_i_challenger.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7/em_tft_dragonlands_challenger_youne_inventory.png
3970,TFT Dragonlands - Double Up: Gold,,,images/emotes/tft_dragonlands_double_up_gold.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7/em_tft_dragonlands_double_up_gold_inventory.png
3971,TFT Dragonlands - Double Up: Platinum,,,images/emotes/tft_dragonlands_double_up_platinum.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7/em_tft_dragonlands_double_up_platinum_inventory.png
3972,TFT Dragonlands - Double Up: Diamond,,,images/emotes/tft_dragonlands_double_up_diamond.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7/em_tft_dragonlands_double_up_diamond_inventory.png
3973,TFT Dragonlands  - Double Up: Master,,,images/emotes/tft_dragonlands_double_up_master.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7/em_tft_dragonlands_double_up_master_inventory.png
3974,TFT Dragonlands - Double Up: Grandmaster,,,images/emotes/tft_dragonlands_double_up_grandmaster.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7/em_tft_dragonlands_double_up_grandmaster_inventory.png
3975,TFT Dragonlands - Double Up: Challenger,,,images/emotes/tft_dragonlands_double_up_challenger.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7/em_tft_dragonlands_double_up_challenger_inventory.png
3976,TFT Dragonlands - Hyper Roll: Green Tier,,,images/emotes/tft_dragonlands_hyper_roll_green_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tfthyperroll/em_tft_dragonlands_hyper_roll_green_inventory.png
3977,TFT Dragonlands - Hyper Roll: Blue Tier,,,images/emotes/tft_dragonlands_hyper_roll_blue_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tfthyperroll/em_tft_dragonlands_hyper_roll_blue_inventory.png
3978,TFT Dragonlands - Hyper Roll: Purple Tier,,,images/emotes/tft_dragonlands_hyper_roll_purple_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tfthyperroll/em_tft_dragonlands_hyper_roll_purple_inventory.png
3979,TFT Dragonlands - Hyper Roll: Hyper Tier,,,images/emotes/tft_dragonlands_hyper_roll_hyper_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tfthyperroll/em_tft_dragonlands_hyper_roll_hyper_inventory.png
3980,Yes....?,,,images/emotes/yes.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7/em_tft_grind_yes_inventory.png
3981,Oh ho HO!,,,images/emotes/oh_ho_ho.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7/em_tft_grind_oh_ho_ho_inventory.png
3982,Totally Fabulous,,,images/emotes/totally_fabulous.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2022/tft_2022/set_7/em_tft_grind_totally_fabulous_inventory.png
3983,Prepare Yourself,,777,images/emotes/prepare_yourself.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_tft_prepare_yourself_inventory.png
3984,Fanfare,,432,images/emotes/fanfare.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_tft_the_call_inventory.png
3985,Nope,,895,images/emotes/nope.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_tft_nope_inventory.png
3986,Can't Touch This,,,images/emotes/can_t_touch_this.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/tftbattlepass/em_tft_cant_touch_this_inventory.png
3987,Thousands of Miles Together!,,,images/emotes/thousands_of_miles_together.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/chuseok/em_thousands_of_miles_together_inventory.png
3988,Love Ya!,This emote was released for an event in 2022,887,images/emotes/love_ya.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/chuseok/em_love_ya_inventory.png
3989,It's a full moon! Make a wish!,This emote was released for an event in 2022,"887, 17",images/emotes/it_s_a_full_moon_make_a_wish.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/chuseok/em_its_a_full_moon_make_a_wish_inventory.png
3990,"Aiyo, Not Bad",,4,images/emotes/aiyo_not_bad.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/cn_10_year/em_aiyo_not_bad_inventory.png
3991,Master's Challenge Season 10,,,images/emotes/master_s_challenge_season_10.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/cn_10_year/em_masters_challenge_season10_inventory.png
3992,Excuse Me?,,38,images/emotes/excuse_me.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_excuse_me_inventory.png
3993,Stop Jungle Diff,,20,images/emotes/stop_jungle_diff.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_stop_jungle_diff_inventory.png
3994,Blitz Screen Of Damage,,53,images/emotes/blitz_screen_of_damage.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_blitz_screen_of_damage_inventory.png
3995,I Will End You,,268,images/emotes/i_will_end_you.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digital_esports/em_i_will_end_you_inventory.png
3996,Worlds 2022 Top Esports Emote,,,images/emotes/worlds_2022_top_esports_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/3996_worlds_2022_top_esports_emote_inventory.png
3997,Worlds 2022 JDG Intel Esports Club Emote,,,images/emotes/worlds_2022_jdg_intel_esports_club_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/3997_worlds_2022_jd_gaming_emote_inventory.png
3998,Worlds 2022 EDward Gaming Hycan Emote,,,images/emotes/worlds_2022_edward_gaming_hycan_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/3998_worlds_2022_edward_gaming_emote_inventory.png
3999,Worlds 2022 RNG Royal Emote,,,images/emotes/worlds_2022_rng_royal_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/3999_worlds_2022_rng_royal_emote_inventory.png
4,Mastery 4,Champion Mastery Level 4,,images/emotes/mastery_4.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/
4000,Worlds 2022 Gen.G Emote,,,images/emotes/worlds_2022_gen_g_emote.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds_2022/4000_worlds_geng_emote_inventory.png
