champion,skin_id,skin_name,chroma_id,name,colors,image,sourceUrl
Irelia,39055,Spirit Blossom Irelia,39060,Spirit Blossom Irelia (Obsidian),"#27211C, #27211C",champions/Irelia/images/chromas/spirit_blossom_irelia_spirit_blossom_irelia_obsidian.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/39/39060.png
Irelia,39055,Spirit Blossom Irelia,39061,Spirit Blossom Irelia (Rose Quartz),"#E58BA5, #E58BA5",champions/Irelia/images/chromas/spirit_blossom_irelia_spirit_blossom_irelia_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/39/39061.png
Ornn,516002,Elderwood Ornn,516003,Elderwood Ornn (Sapphire),"#2756CE, #2756CE",champions/Ornn/images/chromas/elderwood_ornn_elderwood_ornn_sapphire.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516003.png
Ornn,516002,Elderwood Ornn,516004,Elderwood Ornn (Citrine),"#DF9117, #DF9117",champions/Ornn/images/chromas/elderwood_ornn_elderwood_ornn_citrine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516004.png
Ornn,516002,Elderwood Ornn,516005,Elderwood Ornn (Ruby),"#D33528, #D33528",champions/Ornn/images/chromas/elderwood_ornn_elderwood_ornn_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516005.png
Ornn,516002,Elderwood Ornn,516006,Elderwood Ornn (Emerald),"#2DA130, #2DA130",champions/Ornn/images/chromas/elderwood_ornn_elderwood_ornn_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516006.png
Ornn,516002,Elderwood Ornn,516007,Elderwood Ornn (Pearl),"#ECF9F8, #ECF9F8",champions/Ornn/images/chromas/elderwood_ornn_elderwood_ornn_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516007.png
Ornn,516002,Elderwood Ornn,516008,Elderwood Ornn (Obsidian),"#27211C, #27211C",champions/Ornn/images/chromas/elderwood_ornn_elderwood_ornn_obsidian.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516008.png
Ornn,516002,Elderwood Ornn,516009,Elderwood Ornn (Rose Quartz),"#E58BA5, #E58BA5",champions/Ornn/images/chromas/elderwood_ornn_elderwood_ornn_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516009.png
Ornn,516002,Elderwood Ornn,516010,Elderwood Ornn (Emberwood),"#27211C, #971458",champions/Ornn/images/chromas/elderwood_ornn_elderwood_ornn_emberwood.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516010.png
Ornn,516011,Space Groove Ornn,516012,Space Groove Ornn (Ruby),"#D33528, #D33528",champions/Ornn/images/chromas/space_groove_ornn_space_groove_ornn_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516012.png
Ornn,516011,Space Groove Ornn,516013,Space Groove Ornn (Catseye),"#FFEE59, #FFEE59",champions/Ornn/images/chromas/space_groove_ornn_space_groove_ornn_catseye.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516013.png
Ornn,516011,Space Groove Ornn,516014,Space Groove Ornn (Rose Quartz),"#E58BA5, #E58BA5",champions/Ornn/images/chromas/space_groove_ornn_space_groove_ornn_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516014.png
Ornn,516011,Space Groove Ornn,516015,Space Groove Ornn (Sapphire),"#2756CE, #2756CE",champions/Ornn/images/chromas/space_groove_ornn_space_groove_ornn_sapphire.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516015.png
Ornn,516011,Space Groove Ornn,516016,Space Groove Ornn (Pearl),"#ECF9F8, #ECF9F8",champions/Ornn/images/chromas/space_groove_ornn_space_groove_ornn_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516016.png
Ornn,516011,Space Groove Ornn,516017,Space Groove Ornn (Emerald),"#2DA130, #2DA130",champions/Ornn/images/chromas/space_groove_ornn_space_groove_ornn_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516017.png
Ornn,516011,Space Groove Ornn,516018,Space Groove Ornn (Obsidian),"#27211C, #27211C",champions/Ornn/images/chromas/space_groove_ornn_space_groove_ornn_obsidian.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516018.png
Ornn,516011,Space Groove Ornn,516019,Space Groove Ornn (Rainbow),"#C1F2FF, #C1F2FF",champions/Ornn/images/chromas/space_groove_ornn_space_groove_ornn_rainbow.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516019.png
Ornn,516020,Choo-Choo Ornn,516021,Choo-Choo Ornn (Ruby),"#D33528, #D33528",champions/Ornn/images/chromas/choo_choo_ornn_choo_choo_ornn_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516021.png
Ornn,516020,Choo-Choo Ornn,516022,Choo-Choo Ornn (Rose Quartz),"#E58BA5, #E58BA5",champions/Ornn/images/chromas/choo_choo_ornn_choo_choo_ornn_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516022.png
Ornn,516020,Choo-Choo Ornn,516023,Choo-Choo Ornn (Catseye),"#FFEE59, #FFEE59",champions/Ornn/images/chromas/choo_choo_ornn_choo_choo_ornn_catseye.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516023.png
Ornn,516020,Choo-Choo Ornn,516024,Choo-Choo Ornn (Emerald),"#2DA130, #2DA130",champions/Ornn/images/chromas/choo_choo_ornn_choo_choo_ornn_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516024.png
Ornn,516020,Choo-Choo Ornn,516025,Choo-Choo Ornn (Citrine),"#DF9117, #DF9117",champions/Ornn/images/chromas/choo_choo_ornn_choo_choo_ornn_citrine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516025.png
Ornn,516020,Choo-Choo Ornn,516026,Choo-Choo Ornn (Pearl),"#ECF9F8, #ECF9F8",champions/Ornn/images/chromas/choo_choo_ornn_choo_choo_ornn_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516026.png
Ornn,516020,Choo-Choo Ornn,516027,Choo-Choo Ornn (Amethyst),"#9C68D7, #9C68D7",champions/Ornn/images/chromas/choo_choo_ornn_choo_choo_ornn_amethyst.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516027.png
Ornn,516020,Choo-Choo Ornn,516028,Choo-Choo Ornn (Aquamarine),"#6ABBEE, #6ABBEE",champions/Ornn/images/chromas/choo_choo_ornn_choo_choo_ornn_aquamarine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/516/516028.png
Renekton,58009,Renektoy,58010,Renektoy (Catseye),"#FFEE59, #FFEE59",champions/Renekton/images/chromas/renektoy_renektoy_catseye.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58010.png
Renekton,58009,Renektoy,58011,Renektoy (Obsidian),"#27211C, #27211C",champions/Renekton/images/chromas/renektoy_renektoy_obsidian.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58011.png
Renekton,58009,Renektoy,58012,Renektoy (Rose Quartz),"#E58BA5, #E58BA5",champions/Renekton/images/chromas/renektoy_renektoy_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58012.png
Renekton,58009,Renektoy,58013,Renektoy (Tanzanite),"#54209B, #54209B",champions/Renekton/images/chromas/renektoy_renektoy_tanzanite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58013.png
Renekton,58009,Renektoy,58014,Renektoy (Aquamarine),"#6ABBEE, #6ABBEE",champions/Renekton/images/chromas/renektoy_renektoy_aquamarine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58014.png
Renekton,58009,Renektoy,58015,Renektoy (Amethyst),"#9C68D7, #9C68D7",champions/Renekton/images/chromas/renektoy_renektoy_amethyst.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58015.png
Renekton,58009,Renektoy,58016,Renektoy (Pearl),"#ECF9F8, #ECF9F8",champions/Renekton/images/chromas/renektoy_renektoy_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58016.png
Renekton,58018,Blackfrost Renekton,58019,Blackfrost Renekton (Ruby),"#D33528, #D33528",champions/Renekton/images/chromas/blackfrost_renekton_blackfrost_renekton_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58019.png
Renekton,58018,Blackfrost Renekton,58020,Blackfrost Renekton (Pearl),"#ECF9F8, #ECF9F8",champions/Renekton/images/chromas/blackfrost_renekton_blackfrost_renekton_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58020.png
Renekton,58018,Blackfrost Renekton,58021,Blackfrost Renekton (Aquamarine),"#6ABBEE, #6ABBEE",champions/Renekton/images/chromas/blackfrost_renekton_blackfrost_renekton_aquamarine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58021.png
Renekton,58018,Blackfrost Renekton,58022,Blackfrost Renekton (Obsidian),"#27211C, #27211C",champions/Renekton/images/chromas/blackfrost_renekton_blackfrost_renekton_obsidian.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58022.png
Renekton,58018,Blackfrost Renekton,58023,Blackfrost Renekton (Emerald),"#2DA130, #2DA130",champions/Renekton/images/chromas/blackfrost_renekton_blackfrost_renekton_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58023.png
Renekton,58018,Blackfrost Renekton,58024,Blackfrost Renekton (Citrine),"#DF9117, #DF9117",champions/Renekton/images/chromas/blackfrost_renekton_blackfrost_renekton_citrine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58024.png
Renekton,58018,Blackfrost Renekton,58025,Blackfrost Renekton (Rose Quartz),"#E58BA5, #E58BA5",champions/Renekton/images/chromas/blackfrost_renekton_blackfrost_renekton_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58025.png
Renekton,58026,PROJECT: Renekton,58027,PROJECT: Renekton (Ruby),"#D33528, #D33528",champions/Renekton/images/chromas/project_renekton_project_renekton_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58027.png
Renekton,58026,PROJECT: Renekton,58028,PROJECT: Renekton (Sapphire),"#2756CE, #2756CE",champions/Renekton/images/chromas/project_renekton_project_renekton_sapphire.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58028.png
Renekton,58026,PROJECT: Renekton,58029,PROJECT: Renekton (Emerald),"#2DA130, #2DA130",champions/Renekton/images/chromas/project_renekton_project_renekton_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58029.png
Renekton,58026,PROJECT: Renekton,58030,PROJECT: Renekton (Tanzanite),"#54209B, #54209B",champions/Renekton/images/chromas/project_renekton_project_renekton_tanzanite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58030.png
Renekton,58026,PROJECT: Renekton,58031,PROJECT: Renekton (Reckoning),"#FF5500, #162B30",champions/Renekton/images/chromas/project_renekton_project_renekton_reckoning.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58031.png
Renekton,58026,PROJECT: Renekton,58032,PROJECT: Renekton (Catseye),"#FFEE59, #FFEE59",champions/Renekton/images/chromas/project_renekton_project_renekton_catseye.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58032.png
Renekton,58033,Dawnbringer Renekton,58034,Dawnbringer Renekton (Ruby),"#D33528, #D33528",champions/Renekton/images/chromas/dawnbringer_renekton_dawnbringer_renekton_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58034.png
Renekton,58033,Dawnbringer Renekton,58035,Dawnbringer Renekton (Citrine),"#DF9117, #DF9117",champions/Renekton/images/chromas/dawnbringer_renekton_dawnbringer_renekton_citrine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58035.png
Renekton,58033,Dawnbringer Renekton,58036,Dawnbringer Renekton (Emerald),"#2DA130, #2DA130",champions/Renekton/images/chromas/dawnbringer_renekton_dawnbringer_renekton_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58036.png
Renekton,58033,Dawnbringer Renekton,58037,Dawnbringer Renekton (Rose Quartz),"#E58BA5, #E58BA5",champions/Renekton/images/chromas/dawnbringer_renekton_dawnbringer_renekton_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58037.png
Renekton,58033,Dawnbringer Renekton,58038,Dawnbringer Renekton (Tanzanite),"#54209B, #54209B",champions/Renekton/images/chromas/dawnbringer_renekton_dawnbringer_renekton_tanzanite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58038.png
Renekton,58033,Dawnbringer Renekton,58039,Dawnbringer Renekton (Turquoise),"#73BFBE, #73BFBE",champions/Renekton/images/chromas/dawnbringer_renekton_dawnbringer_renekton_turquoise.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58039.png
Renekton,58033,Dawnbringer Renekton,58040,Dawnbringer Renekton (Obsidian),"#27211C, #27211C",champions/Renekton/images/chromas/dawnbringer_renekton_dawnbringer_renekton_obsidian.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58040.png
Renekton,58033,Dawnbringer Renekton,58041,Dawnbringer Renekton (Pearl),"#ECF9F8, #ECF9F8",champions/Renekton/images/chromas/dawnbringer_renekton_dawnbringer_renekton_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58041.png
Renekton,58042,Worlds 2023 Renekton,58043,Worlds 2023 Renekton (Ruby),"#D33528, #D33528",champions/Renekton/images/chromas/worlds_2023_renekton_worlds_2023_renekton_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58043.png
Renekton,58042,Worlds 2023 Renekton,58044,Worlds 2023 Renekton (Catseye),"#FFEE59, #FFEE59",champions/Renekton/images/chromas/worlds_2023_renekton_worlds_2023_renekton_catseye.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58044.png
Renekton,58042,Worlds 2023 Renekton,58045,Worlds 2023 Renekton (Peridot),"#B6E084, #B6E084",champions/Renekton/images/chromas/worlds_2023_renekton_worlds_2023_renekton_peridot.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58045.png
Renekton,58042,Worlds 2023 Renekton,58046,Worlds 2023 Renekton (Unlocked),"#DED6B0, #DED6B0",champions/Renekton/images/chromas/worlds_2023_renekton_worlds_2023_renekton_unlocked.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58046.png
Renekton,58042,Worlds 2023 Renekton,58047,Worlds 2023 Renekton (Destined),"#BF15C5, #0C2CBD",champions/Renekton/images/chromas/worlds_2023_renekton_worlds_2023_renekton_destined.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58047.png
Renekton,58048,Inkshadow Renekton,58049,Inkshadow Renekton (Ruby),"#D33528, #D33528",champions/Renekton/images/chromas/inkshadow_renekton_inkshadow_renekton_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58049.png
Renekton,58048,Inkshadow Renekton,58050,Inkshadow Renekton (Catseye),"#FFEE59, #FFEE59",champions/Renekton/images/chromas/inkshadow_renekton_inkshadow_renekton_catseye.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58050.png
Renekton,58048,Inkshadow Renekton,58051,Inkshadow Renekton (Sapphire),"#2756CE, #2756CE",champions/Renekton/images/chromas/inkshadow_renekton_inkshadow_renekton_sapphire.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58051.png
Renekton,58048,Inkshadow Renekton,58052,Inkshadow Renekton (Emerald),"#2DA130, #2DA130",champions/Renekton/images/chromas/inkshadow_renekton_inkshadow_renekton_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58052.png
Renekton,58048,Inkshadow Renekton,58053,Inkshadow Renekton (Turquoise),"#73BFBE, #73BFBE",champions/Renekton/images/chromas/inkshadow_renekton_inkshadow_renekton_turquoise.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58053.png
Renekton,58048,Inkshadow Renekton,58054,Inkshadow Renekton (Obsidian),"#27211C, #27211C",champions/Renekton/images/chromas/inkshadow_renekton_inkshadow_renekton_obsidian.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58054.png
Renekton,58048,Inkshadow Renekton,58055,Inkshadow Renekton (Pearl),"#ECF9F8, #ECF9F8",champions/Renekton/images/chromas/inkshadow_renekton_inkshadow_renekton_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58055.png
Renekton,58048,Inkshadow Renekton,58056,Inkshadow Renekton (Rose Quartz),"#E58BA5, #E58BA5",champions/Renekton/images/chromas/inkshadow_renekton_inkshadow_renekton_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/58/58056.png
Janna,40008,Sacred Sword Janna,40009,Sacred Sword Janna (Peridot),"#B6E084, #B6E084",champions/Janna/images/chromas/sacred_sword_janna_sacred_sword_janna_peridot.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40009.png
Janna,40008,Sacred Sword Janna,40010,Sacred Sword Janna (Sapphire),"#2756CE, #2756CE",champions/Janna/images/chromas/sacred_sword_janna_sacred_sword_janna_sapphire.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40010.png
Janna,40008,Sacred Sword Janna,40011,Sacred Sword Janna (Rose Quartz),"#E58BA5, #E58BA5",champions/Janna/images/chromas/sacred_sword_janna_sacred_sword_janna_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40011.png
Janna,40008,Sacred Sword Janna,40012,Sacred Sword Janna (Aquamarine),"#6ABBEE, #6ABBEE",champions/Janna/images/chromas/sacred_sword_janna_sacred_sword_janna_aquamarine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40012.png
Janna,40013,Bewitching Janna,40014,Bewitching Janna (Ruby),"#D33528, #D33528",champions/Janna/images/chromas/bewitching_janna_bewitching_janna_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40014.png
Janna,40013,Bewitching Janna,40015,Bewitching Janna (Citrine),"#DF9117, #DF9117",champions/Janna/images/chromas/bewitching_janna_bewitching_janna_citrine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40015.png
Janna,40013,Bewitching Janna,40016,Bewitching Janna (Emerald),"#2DA130, #2DA130",champions/Janna/images/chromas/bewitching_janna_bewitching_janna_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40016.png
Janna,40013,Bewitching Janna,40017,Bewitching Janna (Rainbow),"#C1F2FF, #C1F2FF",champions/Janna/images/chromas/bewitching_janna_bewitching_janna_rainbow.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40017.png
Janna,40013,Bewitching Janna,40018,Bewitching Janna (Rose Quartz),"#E58BA5, #E58BA5",champions/Janna/images/chromas/bewitching_janna_bewitching_janna_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40018.png
Janna,40013,Bewitching Janna,40019,Bewitching Janna (Golden),"#FFEE59, #FFEE59",champions/Janna/images/chromas/bewitching_janna_bewitching_janna_golden.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40019.png
Janna,40020,Guardian of the Sands Janna,40021,Guardian of the Sands Janna (Ruby),"#D33528, #D33528",champions/Janna/images/chromas/guardian_of_the_sands_janna_guardian_of_the_sands_janna_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40021.png
Janna,40020,Guardian of the Sands Janna,40022,Guardian of the Sands Janna (Rose Quartz),"#E58BA5, #E58BA5",champions/Janna/images/chromas/guardian_of_the_sands_janna_guardian_of_the_sands_janna_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40022.png
Janna,40020,Guardian of the Sands Janna,40023,Guardian of the Sands Janna (Sapphire),"#2756CE, #2756CE",champions/Janna/images/chromas/guardian_of_the_sands_janna_guardian_of_the_sands_janna_sapphire.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40023.png
Janna,40020,Guardian of the Sands Janna,40024,Guardian of the Sands Janna (Peridot),"#B6E084, #B6E084",champions/Janna/images/chromas/guardian_of_the_sands_janna_guardian_of_the_sands_janna_peridot.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40024.png
Janna,40020,Guardian of the Sands Janna,40025,Guardian of the Sands Janna (Tanzanite),"#54209B, #54209B",champions/Janna/images/chromas/guardian_of_the_sands_janna_guardian_of_the_sands_janna_tanzanite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40025.png
Janna,40020,Guardian of the Sands Janna,40026,Guardian of the Sands Janna (Catseye),"#FFEE59, #FFEE59",champions/Janna/images/chromas/guardian_of_the_sands_janna_guardian_of_the_sands_janna_catseye.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40026.png
Janna,40027,Battle Queen Janna,40028,Battle Queen Janna (Ruby),"#D33528, #D33528",champions/Janna/images/chromas/battle_queen_janna_battle_queen_janna_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40028.png
Janna,40027,Battle Queen Janna,40029,Battle Queen Janna (Catseye),"#FFEE59, #FFEE59",champions/Janna/images/chromas/battle_queen_janna_battle_queen_janna_catseye.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40029.png
Janna,40027,Battle Queen Janna,40030,Battle Queen Janna (Peridot),"#B6E084, #B6E084",champions/Janna/images/chromas/battle_queen_janna_battle_queen_janna_peridot.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40030.png
Janna,40027,Battle Queen Janna,40031,Battle Queen Janna (Aquamarine),"#6ABBEE, #6ABBEE",champions/Janna/images/chromas/battle_queen_janna_battle_queen_janna_aquamarine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40031.png
Janna,40027,Battle Queen Janna,40032,Battle Queen Janna (Amethyst),"#9C68D7, #9C68D7",champions/Janna/images/chromas/battle_queen_janna_battle_queen_janna_amethyst.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40032.png
Janna,40027,Battle Queen Janna,40033,Battle Queen Janna (Coronation),"#FF80B1, #9DFFEF",champions/Janna/images/chromas/battle_queen_janna_battle_queen_janna_coronation.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40033.png
Janna,40027,Battle Queen Janna,40034,Battle Queen Janna (Pearl),"#ECF9F8, #ECF9F8",champions/Janna/images/chromas/battle_queen_janna_battle_queen_janna_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40034.png
Janna,40027,Battle Queen Janna,40035,Battle Queen Janna (Obsidian),"#27211C, #27211C",champions/Janna/images/chromas/battle_queen_janna_battle_queen_janna_obsidian.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40035.png
Janna,40036,Crystal Rose Janna,40037,Crystal Rose Janna (Ruby),"#D33528, #D33528",champions/Janna/images/chromas/crystal_rose_janna_crystal_rose_janna_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40037.png
Janna,40036,Crystal Rose Janna,40038,Crystal Rose Janna (Sapphire),"#2756CE, #2756CE",champions/Janna/images/chromas/crystal_rose_janna_crystal_rose_janna_sapphire.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40038.png
Janna,40036,Crystal Rose Janna,40039,Crystal Rose Janna (Emerald),"#2DA130, #2DA130",champions/Janna/images/chromas/crystal_rose_janna_crystal_rose_janna_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40039.png
Janna,40036,Crystal Rose Janna,40040,Crystal Rose Janna (Rose Quartz),"#E58BA5, #E58BA5",champions/Janna/images/chromas/crystal_rose_janna_crystal_rose_janna_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/40/40040.png
