champion,champion_id,slot,name,description,tooltip,cooldown,cost,range,resource,image,image_large,sourceUrl
Sivir,15,P,Fleet of Foot,Sivir gains a short burst of Move Speed when she attacks an enemy champion.,,,,,,champions/Sivir/images/abilities/fleet_of_foot.png,champions/Sivir/images/abilities/fleet_of_foot.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/sivir/hud/icons2d/sivir_passive.png
Sivir,15,Q,Boomerang Blade,"Sivir hurls her crossblade like a boomerang, dealing damage each way.","Sivir hurls her crossblade like a boomerang, dealing {{ totaldamage }} to all enemies it cuts through. Hitting non-champions reduces the damage to subsequent targets, down to a minimum of {{ falloffminimum*100 }}%.{{ spellmodifierdescriptionappend }}",10/9.5/9/8.5/8,55/60/65/70/75,1200,{{ cost }} {{ abilityresourcename }},champions/Sivir/images/abilities/boomerang_blade.png,champions/Sivir/images/abilities/boomerang_blade.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/sivir/hud/icons2d/sivir_q.png
Sivir,15,W,Ricochet,"Sivir's next few basic attacks gain additional attack speed and bounce to nearby targets, dealing reduced damage while bouncing.","For the next {{ buffduration }} seconds, Sivir gains {{ ricochetattackspeed*100 }}% Attack Speed and her auto attacks are empowered to bounce to additional surrounding enemies dealing {{ bouncedamage }} physical damage each bounce for up to {{ maxbounces }} bounces. These bounces critically strike if the attack generating them does.{{ spellmodifierdescriptionappend }}",12,60,20,{{ cost }} {{ abilityresourcename }},champions/Sivir/images/abilities/ricochet.png,champions/Sivir/images/abilities/ricochet.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/sivir/hud/icons2d/sivir_w.png
Sivir,15,E,Spell Shield,Creates a magical barrier that blocks a single enemy ability cast on Sivir. She receives health and a burst of movement speed if a spell is blocked.,"Sivir creates a magical barrier for {{ e1 }} seconds that blocks the next incoming enemy Ability. If an ability is blocked, Sivir restores {{ totalheal }} health and triggers Fleet of Foot.{{ spellmodifierdescriptionappend }}",24/22.5/21/19.5/18,0,20,{{ cost }} {{ abilityresourcename }},champions/Sivir/images/abilities/spell_shield.png,champions/Sivir/images/abilities/spell_shield.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/sivir/hud/icons2d/sivir_e.png
Sivir,15,R,On The Hunt,"Sivir leads her allies in battle, granting them a surge of Move Speed for a period of time. In addition, Sivir's attacks reduce her spell cooldowns.","Sivir rallies her nearby allies, granting them {{ maxms*100 }}% Move Speed for {{ ultduration }} seconds. Sivir's attacks against champions while On The Hunt reduce the cooldown of her basic abilities by 0.5 seconds. Takedowns on recently damaged enemies refreshes the duration of the hunt.{{ spellmodifierdescriptionappend }}",120/100/80,100,1000,{{ cost }} {{ abilityresourcename }},champions/Sivir/images/abilities/on_the_hunt.png,champions/Sivir/images/abilities/on_the_hunt.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/sivir/hud/icons2d/sivir_r.png
Varus,110,P,Living Vengeance,"On kill or assist, Varus temporarily gains Attack Damage and Ability Power. This bonus is larger if the enemy is a champion.",,,,,,champions/Varus/images/abilities/living_vengeance.png,champions/Varus/images/abilities/living_vengeance.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/varus/hud/icons2d/varuspassive.png
Varus,110,Q,Piercing Arrow,Varus readies and then fires a powerful shot that gains extra range and damage the longer he spends preparing to fire.,"Begin Charging: Varus draws back his next shot, Slowing himself by {{ e7 }}%. After {{ e5 }} seconds, if not fired, Varus will cancel the Ability and refund {{ e4 }}% of its Mana cost. Release: Varus releases the arrow, dealing {{ totaldamagemintooltip }} physical damage , reduced by {{ e3 }}% per enemy hit (minimum {{ e9 }}%). Damage and Blight detonation effects are increased by up to {{ maxchargeamp*100 }}% based on charge time (maximum {{ totaldamagemax }} ) .{{ spellmodifierdescriptionappend }}",16/15/14/13/12,50/55/60/65/70,925,{{ cost }} {{ abilityresourcename }},champions/Varus/images/abilities/piercing_arrow.png,champions/Varus/images/abilities/piercing_arrow.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/varus/hud/icons2d/varusq.png
Varus,110,W,Blighted Quiver,"Passive: Varus' basic attacks deal bonus magic damage and apply Blight. Varus' other abilities detonate Blight, dealing magic damage based on the target's maximum Health. Active: Varus empowers his next Piercing Arrow.","Passive: Varus' Attacks deal an additional {{ onhitdamage }} magic damage and apply a Blight stack for {{ e3 }} seconds (max {{ e4 }} stacks). Varus' other Abilities detonate Blight stacks dealing {{ percenthpperstack }} max Health magic damage per stack (max {{ maxpercenthpperstack }} max Health damage ). Detonating Blight on champions and epic monsters also reduces his basic Abilities' Cooldowns by {{ cdrperblightstack*100 }}% of their Maximum per stack. Active: Varus' next Piercing Arrow deals an additional {{ qempowerpercenthp }} missing Health magic damage , increased up to {{ maxqempowerpercenthp }} missing Health damage based on charge time.{{ spellmodifierdescriptionappend }}",40,0,750,No Cost,champions/Varus/images/abilities/blighted_quiver.png,champions/Varus/images/abilities/blighted_quiver.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/varus/hud/icons2d/varusw.png
Varus,110,E,Hail of Arrows,Varus fires a hail of arrows that deal physical damage and desecrate the ground. Desecrated ground slows enemies' Move Speed and reduces their self healing and regeneration.,"Varus fires a hail of arrows that deals {{ totaldamage }} physical damage and desecrates the ground for {{ e3 }} seconds, Slowing enemies by {{ slowpercent*-100 }}% and applying {{ grievousamount*100 }}% Grievous Wounds.{{ spellmodifierdescriptionappend }}",18/16/14/12/10,90,925,{{ cost }} {{ abilityresourcename }},champions/Varus/images/abilities/hail_of_arrows.png,champions/Varus/images/abilities/hail_of_arrows.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/varus/hud/icons2d/varuse.png
Varus,110,R,Chain of Corruption,"Varus flings out a damaging tendril of corruption that immobilizes the first enemy champion hit and then spreads towards nearby uninfected champions, immobilizing them too on contact.","Varus flings out a tendril of corruption, Rooting the first champion hit for {{ e2 }} seconds and dealing {{ totaldamage }} magic damage . Rooted enemies gain {{ e4 }} Blight stacks over the duration. The corruption spreads from its target to uninfected enemy champions. If it reaches them, they take the same damage and Root .{{ spellmodifierdescriptionappend }}",100/80/60,100,1300,{{ cost }} {{ abilityresourcename }},champions/Varus/images/abilities/chain_of_corruption.png,champions/Varus/images/abilities/chain_of_corruption.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/varus/hud/icons2d/varusr.png
Cho'Gath,31,P,Carnivore,"Whenever Cho'Gath kills a unit, he recovers Health and Mana. The values restored increase with Cho'Gath's level.",,,,,,champions/Chogath/images/abilities/carnivore.png,champions/Chogath/images/abilities/carnivore.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/chogath/hud/icons2d/greenterror_tailspike.png
Cho'Gath,31,Q,Rupture,"Ruptures the ground at target location, popping enemy units into the air, dealing damage and slowing them.","Cho'Gath ruptures the ground, Knocking Up enemies for {{ e5 }} second, dealing {{ totaldamagetooltip }} magic damage , and Slowing them by {{ e2 }}% for {{ e3 }} seconds.{{ spellmodifierdescriptionappend }}",6,50,950,{{ cost }} {{ abilityresourcename }},champions/Chogath/images/abilities/rupture.png,champions/Chogath/images/abilities/rupture.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/chogath/hud/icons2d/greenterror_spikeslam.png
Cho'Gath,31,W,Feral Scream,"Cho'Gath unleashes a terrible scream at enemies in a cone, dealing magic damage and Silencing enemies for a few seconds.","Cho'Gath roars, Silencing enemies for {{ e2 }} seconds and dealing {{ totaldamagetooltip }} magic damage .{{ spellmodifierdescriptionappend }}",11/10.5/10/9.5/9,70/75/80/85/90,300,{{ cost }} {{ abilityresourcename }},champions/Chogath/images/abilities/feral_scream.png,champions/Chogath/images/abilities/feral_scream.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/chogath/hud/icons2d/greenterror_feralscream.png
Cho'Gath,31,E,Vorpal Spikes,"Cho'Gath's attacks release deadly spikes, dealing damage and slowing all enemy units in front of him.","Cho'Gath's next 3 Attacks launch spikes that deal {{ flatdamagecalc }} plus {{ maxhealthpercentcalc }} of the target's max Health magic damage and Slow by {{ slowamountpercentage }}%, decaying over {{ slowduration }} seconds.{{ spellmodifierdescriptionappend }}",8/7/6/5/4,30,40,{{ cost }} {{ abilityresourcename }},champions/Chogath/images/abilities/vorpal_spikes.png,champions/Chogath/images/abilities/vorpal_spikes.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/chogath/hud/icons2d/greenterror_chitinousexoplates.png
Cho'Gath,31,R,Feast,"Devours an enemy unit, dealing a high amount of true damage. If the target is killed, Cho'Gath grows, gaining maximum Health.","Cho'Gath ravenously feeds on an enemy, dealing {{ rdamage }} true damage to champions or {{ rmonsterdamage }} to minions or jungle monsters. If this kills the target, Cho'Gath gains a stack, which causes him to grow in size and gain {{ rhealthperstack }} max Health . Only {{ rminionmaxstacks }} stacks can be gained from minions and non-epic jungle monsters. {{ spellmodifierdescriptionappend }}",80/70/60,100,175,{{ cost }} {{ abilityresourcename }},champions/Chogath/images/abilities/feast.png,champions/Chogath/images/abilities/feast.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/chogath/hud/icons2d/greenterror_feast.png
Veigar,45,P,Phenomenal Evil Power,Veigar is the greatest Evil to ever strike at the hearts of Runeterra - and he's only getting bigger! Striking an enemy Champion with a spell or scoring a takedown grants Veigar permanently increased Ability Power.,,,,,,champions/Veigar/images/abilities/phenomenal_evil_power.png,champions/Veigar/images/abilities/phenomenal_evil_power.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/veigar/hud/icons2d/veigar_entropy.png
Veigar,45,Q,Baleful Strike,Veigar unleashes a bolt of dark energy that deals magic damage to the first two enemies hit. Units killed by this bolt grant Veigar some ability power permanently.,"Veigar unleashes a bolt of dark energy, dealing {{ totaldamage }} magic damage to the first two enemies hit. If Veigar kills an enemy with this Ability, he gains {{ spell.veigarpassive:dqkillstacks }} stack of Phenomenal Evil . Large minions and large monsters grant {{ spell.veigarpassive:dqkillstackslarge }} stacks instead.{{ spellmodifierdescriptionappend }}",6/5.5/5/4.5/4,30/35/40/45/50,1000,{{ cost }} {{ abilityresourcename }},champions/Veigar/images/abilities/baleful_strike.png,champions/Veigar/images/abilities/baleful_strike.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/veigar/hud/icons2d/veigarbalefulstrike.png
Veigar,45,W,Dark Matter,"Veigar calls a great mass of dark matter to fall from the sky to the target location, dealing magic damage when it lands. Stacks of Phenomenal Evil reduce Dark Matter's cooldown.","Veigar summons dark matter from the sky, dealing {{ totaldamage }} magic damage . Every {{ spell.veigarpassive:pstacksperdarkmattercdr }} stacks of Phenomenal Evil reduce this Ability's Cooldown by {{ spell.veigarpassive:darkmattercdrincrement*100 }}%.{{ spellmodifierdescriptionappend }}",0,60/65/70/75/80,950,{{ cost }} {{ abilityresourcename }},champions/Veigar/images/abilities/dark_matter.png,champions/Veigar/images/abilities/dark_matter.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/veigar/hud/icons2d/veigardarkmatter.png
Veigar,45,E,Event Horizon,"Veigar twists the edges of space, creating a cage that Stuns enemies that pass through.","Veigar twists the edges of space, creating a cage that Stuns enemies that pass through for {{ e1 }} seconds. The cage lasts for 3 seconds.{{ spellmodifierdescriptionappend }}",20/18.5/17/15.5/14,70/75/80/85/90,725,{{ cost }} {{ abilityresourcename }},champions/Veigar/images/abilities/event_horizon.png,champions/Veigar/images/abilities/event_horizon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/veigar/hud/icons2d/veigareventhorizon.png
Veigar,45,R,Primordial Burst,"Blasts target enemy champion, dealing a large amount of magic damage, increasing based on the target's missing health.","Veigar blasts an enemy champion with primal magic to deal between {{ mindamage }} and {{ maxdamage }} magic damage , increasing with the target's missing Health. Damage is maximized against enemies below 33% Health.{{ spellmodifierdescriptionappend }}",100/80/60,100,650,{{ cost }} {{ abilityresourcename }},champions/Veigar/images/abilities/primordial_burst.png,champions/Veigar/images/abilities/primordial_burst.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/veigar/hud/icons2d/veigarprimordialburst.png
Rengar,107,P,Unseen Predator,"While in Brush, Rengar leaps at his target with his basic attack. Rengar generates Ferocity whenever he casts an ability. At Max Ferocity, his next ability is empowered. Killing enemy champions awards trophies on Rengar's Bonetooth Necklace , granting bonus attack damage.",,,,,,champions/Rengar/images/abilities/unseen_predator.png,champions/Rengar/images/abilities/unseen_predator.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/rengar/hud/icons2d/rengar_p.png
Rengar,107,Q,Savagery,Rengar's next Attack brutally stabs his target for bonus damage. Ferocity effect: deals increased damage and grants Attack Speed.,Rengar's next 2 Attacks gain {{ e5 }}% Attack Speed . The first Attack critically strikes for {{ F4 }} (%i:scaleAD%%i:scaleCrit%) physical damage . Max Ferocity: The first Attack critically strikes for {{ F5 }} (%i:scaleLevel%%i:scaleAD%%i:scaleCrit%) physical damage and grants Rengar {{ empoweredqas }} Attack Speed for {{ e3 }} seconds.{{ spellmodifierdescriptionappend }},0.25,0,450,Generates 1 Ferocity,champions/Rengar/images/abilities/savagery.png,champions/Rengar/images/abilities/savagery.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/rengar/hud/icons2d/rengarq.png
Rengar,107,W,Battle Roar,"Rengar lets out a battle roar, damaging enemies and healing for some of the recent damage he has taken. Ferocity effect: additionally breaks crowd control effects.","Rengar roars, dealing {{ totaldamage }} magic damage to nearby enemies and restoring {{ damagepercentagehealed }}% of the damage taken in the last {{ e3 }} seconds as Health. Max Ferocity: Deals {{ totaldamageempowered }} magic damage and additionally cleanses Rengar of crowd control.{{ spellmodifierdescriptionappend }}",0.25,0,450,Generates 1 Ferocity,champions/Rengar/images/abilities/battle_roar.png,champions/Rengar/images/abilities/battle_roar.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/rengar/hud/icons2d/rengar_w.png
Rengar,107,E,Bola Strike,"Rengar throws a bola, slowing the first target hit for a short duration. Ferocity effect: roots the target.","Rengar throws a bola, dealing {{ totaldamage }} physical damage to the first enemy hit, revealing and Slowing them by {{ e2 }}% for {{ e3 }} seconds. Max Ferocity: Deals {{ totalempowereddamage }} physical damage and Roots for {{ e4 }} seconds.{{ spellmodifierdescriptionappend }}",0.25,0,1000,Generates 1 Ferocity,champions/Rengar/images/abilities/bola_strike.png,champions/Rengar/images/abilities/bola_strike.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/rengar/hud/icons2d/rengar_e.png
Rengar,107,R,Thrill of the Hunt,"Rengar's predatory instincts take over, Camouflaging him and revealing the nearest enemy champion in a large radius around him. During Thrill of the Hunt, Rengar gains Move Speed and he can leap to the tracked enemy without being in brush, reducing their armor.","Passive: Rengar will also leap Attack when Camouflaged . Active: Rengar gains {{ stealthms }}% Move Speed and True Sight in a small area around the nearest enemy champion for {{ stealthduration }} seconds. After {{ fadetime }} seconds, Rengar becomes Camouflaged and can leap without being in Brush. Leaping to the nearest champion deals an additional {{ bonusdamage }} physical damage , shreds {{ armorshred }} Armor for {{ armorshredduration }} seconds, and ends this Ability.{{ spellmodifierdescriptionappend }}",100/90/80,0,2500/3000/3500,No Cost,champions/Rengar/images/abilities/thrill_of_the_hunt.png,champions/Rengar/images/abilities/thrill_of_the_hunt.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/rengar/hud/icons2d/rengar_r.png
Taric,44,P,Bravado,"Spellcasts empower Taric's next 2 basic attacks to deal bonus magic damage, reduce his spell cooldowns, and attack in quick succession.",,,,,,champions/Taric/images/abilities/bravado.png,champions/Taric/images/abilities/bravado.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/taric/hud/icons2d/taric_passive.png
Taric,44,Q,Starlight's Touch,Heals nearby allied champions based on charges stored. Bravado-empowered attacks grant a charge of Starlight's Touch.,Passive: Gain a stack (max {{ e6 }}) every {{ stackcooldown }} seconds and when hitting a Bravado Attack. Active: Consume all stacks to restore {{ healingperstack }} Health per stack to nearby ally champions ( {{ maxstackhealing }} at {{ e6 }} stacks).{{ spellmodifierdescriptionappend }},3,60,325,"{{ cost }} Mana, all Charges",champions/Taric/images/abilities/starlight_s_touch.png,champions/Taric/images/abilities/starlight_s_touch.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/taric/hud/icons2d/taric_q.png
Taric,44,W,Bastion,Passively increase the Armor of Taric and any allied champion with Bastion. Actively shields an ally and grants them Bastion for as long as they remain near Taric. Taric's spells also cast off the ally with Bastion.,"Passive: Taric gains {{ bonusarmor }} Armor and forms a tether between him and the ally bound by this Ability. As long as they are near each other, the ally gains {{ bonusarmor }} Armor and Taric casts all his Abilities from both himself and his linked ally. Active: Taric binds to an ally champion, granting a {{ e2 }}% max Health Shield for {{ e3 }} seconds.{{ spellmodifierdescriptionappend }}",15,60,800,{{ cost }} {{ abilityresourcename }},champions/Taric/images/abilities/bastion.png,champions/Taric/images/abilities/bastion.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/taric/hud/icons2d/taric_w.png
Taric,44,E,Dazzle,"Taric readies a beam of starlight that, after a brief delay, deals magic damage and stuns enemies.","Taric projects a beam of starlight, bursting after {{ e3 }} second to deal {{ totaldamage }} magic damage and Stun enemies for {{ e2 }} seconds.{{ spellmodifierdescriptionappend }}",16/15/14/13/12,40,610,{{ cost }} {{ abilityresourcename }},champions/Taric/images/abilities/dazzle.png,champions/Taric/images/abilities/dazzle.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/taric/hud/icons2d/taric_e.png
Taric,44,R,Cosmic Radiance,"Pulses cosmic energy onto nearby allied champions after a delay, making them invulnerable for a short duration.","Taric calls down protection from the heavens. After {{ initialdelay }} seconds, nearby ally champions become invulnerable for {{ invulnduration }} seconds.{{ spellmodifierdescriptionappend }}",180/150/120,100,400,{{ cost }} {{ abilityresourcename }},champions/Taric/images/abilities/cosmic_radiance.png,champions/Taric/images/abilities/cosmic_radiance.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/taric/hud/icons2d/taric_r.png
Yone,777,P,Way of the Hunter,"Yone deals magic damage with every second Attack. In addition, his critical strike chance is increased.",,,,,,champions/Yone/images/abilities/way_of_the_hunter.png,champions/Yone/images/abilities/way_of_the_hunter.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/yone/hud/icons2d/yonepassive.png
Yone,777,Q,Mortal Steel,"Thrusts forward, damaging all enemies in a line. On hit, grants a stack of Gathering Storm for a few seconds. At 2 stacks, Mortal Steel dashes Yone forward with a gust of wind knocking enemies Airborne .","Yone thrusts forward, dealing {{ qdamage }} physical damage . On hit, grants a stack for {{ buffduration }} seconds. At 2 stacks, this ability causes Yone to dash forward with a wave of wind that Knocks Up for {{ q3knockupduration }} seconds and deals {{ qdamage }} physical damage . {{ spellmodifierdescriptionappend }}",4,0,450,No Cost,champions/Yone/images/abilities/mortal_steel.png,champions/Yone/images/abilities/mortal_steel.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/yone/hud/icons2d/yoneq.png
Yone,777,W,Spirit Cleave,"Cleaves forward, damaging all enemies in a cone. Grants a shield to Yone, the value is increased by the number of champions hit by the swipe. Spirit Cleave's cooldown and cast time scale with attack speed.","Yone cleaves forward, dealing {{ basedamage*0.5 }} + {{ maxhealthdamage*50 }}% max Health physical damage and {{ basedamage*0.5 }} + {{ maxhealthdamage*50 }}% max Health magic damage . If Yone hits, he gains {{ wshield }} Shield for {{ shieldduration }} seconds. The amount of Shield increases for each champion struck. {{ spellmodifierdescriptionappend }}",14,0,700,No Cost,champions/Yone/images/abilities/spirit_cleave.png,champions/Yone/images/abilities/spirit_cleave.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/yone/hud/icons2d/yonew.png
Yone,777,E,Soul Unbound,"Yone's spirit leaves his body behind, gaining Move Speed. When this ability ends, Yone's spirit is forced back to his body and he repeats a portion of the damage he dealt as a spirit.","Yone enters a spirit form for {{ returntimer }} seconds, leaving his body behind for the duration and gaining {{ startingms*100 }}% to {{ movementspeed*100 }}% ramping Move Speed . When the spirit form ends, Yone snaps back to his body and repeats {{ deathmarkpercent*100 }}% of all Attack and Ability damage he dealt to champions during this time. You may Recast this ability during spirit form. Recast: End spirit form early.{{ spellmodifierdescriptionappend }}",22/19/16/13/10,0,25000,No Cost,champions/Yone/images/abilities/soul_unbound.png,champions/Yone/images/abilities/soul_unbound.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/yone/hud/icons2d/yonee.png
Yone,777,R,Fate Sealed,Yone blinks behind the last champion in a line with a slash so powerful it pulls all enemies hit towards him.,"Yone strikes all enemies along a path for {{ tooltipdamage }} physical damage and {{ tooltipdamage }} magic damage , teleporting behind the last champion hit and Knocking Up victims towards Yone.{{ spellmodifierdescriptionappend }}",120/100/80,0,1000,No Cost,champions/Yone/images/abilities/fate_sealed.png,champions/Yone/images/abilities/fate_sealed.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/yone/hud/icons2d/yoner.png
Vel'Koz,161,P,Organic Deconstruction,"Vel'Koz's abilities apply Organic Deconstruction to enemies on hit. If 3 stacks are accumulated, the enemy will take a burst of true damage.",,,,,,champions/Velkoz/images/abilities/organic_deconstruction.png,champions/Velkoz/images/abilities/organic_deconstruction.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/velkoz/hud/icons2d/velkoz_passive.png
Vel'Koz,161,Q,Plasma Fission,Vel'Koz shoots a bolt of plasma that splits in two on reactivation or upon hitting an enemy. The bolt slows and damages on hit.,"Vel'Koz shoots a plasma bolt that deals {{ totaldamage }} magic damage and Slows by {{ slowamount*100 }}% decaying over {{ slowduration }} second(s). At the end of its range, on hitting a target, or on Recasting , the bolt splits and fires two new bolts at a 90 degree angle. Killing a unit with this restores {{ tooltipmanarefund }} Mana .{{ spellmodifierdescriptionappend }}",7,40/45/50/55/60,1050,{{ cost }} {{ abilityresourcename }},champions/Velkoz/images/abilities/plasma_fission.png,champions/Velkoz/images/abilities/plasma_fission.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/velkoz/hud/icons2d/velkoz_q1.png
Vel'Koz,161,W,Void Rift,"Vel'Koz opens a rift to the void that deals an initial burst of damage, then explodes for a second burst of damage after a delay.","Vel'Koz opens a rift to the void, dealing {{ initialdamage }} magic damage . The rift then erupts, dealing {{ secondarydamage }} magic damage . This Ability has 2 charges ({{ ammorechargetime }} second refresh).{{ spellmodifierdescriptionappend }}",1.5,50/55/60/65/70,1050,{{ cost }} {{ abilityresourcename }},champions/Velkoz/images/abilities/void_rift.png,champions/Velkoz/images/abilities/void_rift.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/velkoz/hud/icons2d/velkoz_w.png
Vel'Koz,161,E,Tectonic Disruption,"Vel'Koz causes an area to explode, knocking up enemies, and knocking close enemies slightly away.","Vel'Koz disrupts a nearby area, causing it to explode, Knocking Up for {{ stunduration }} seconds and dealing {{ totaldamage }} magic damage . Enemies close to Vel'Koz will be Knocked Back instead of Knocked Up .{{ spellmodifierdescriptionappend }}",12/11.5/11/10.5/10,50/55/60/65/70,810,{{ cost }} {{ abilityresourcename }},champions/Velkoz/images/abilities/tectonic_disruption.png,champions/Velkoz/images/abilities/tectonic_disruption.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/velkoz/hud/icons2d/velkoz_e.png
Vel'Koz,161,R,Life Form Disintegration Ray,Vel'Koz unleashes a channelled beam that follows the cursor for 2.5 seconds that deals magic damage. Organic Deconstruction Researches enemy champions causing them to take true damage instead.,"Vel'Koz channels a ray of energy that follows the cursor, dealing a total of {{ totaldamage }} magic damage over 2.5 seconds and Slowing by {{ e3 }}%. Deals true damage instead to enemies recently damaged by Organic Deconstruction . Enemies gain stacks of Deconstruction periodically while in the beam.{{ spellmodifierdescriptionappend }}",100/90/80,100,1575,{{ cost }} {{ abilityresourcename }},champions/Velkoz/images/abilities/life_form_disintegration_ray.png,champions/Velkoz/images/abilities/life_form_disintegration_ray.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/velkoz/hud/icons2d/velkoz_r.png
Rammus,33,P,Spiked Shell,Rammus gains bonus Attack Damage scaling with his Armor and Magic Resistance.,,,,,,champions/Rammus/images/abilities/spiked_shell.png,champions/Rammus/images/abilities/spiked_shell.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/rammus/hud/icons2d/armordillo_scavengearmor.png
Rammus,33,Q,Powerball,"Rammus accelerates in a ball towards his enemies, dealing damage and slowing targets affected by the impact.","Rammus curls into a ball, gaining {{ minimummovespeed }} Move Speed , accelerating up to {{ maximummovespeed }} Move Speed over {{ rollduration }} seconds. Rammus stops after colliding with an enemy, dealing {{ powerballdamage }} magic damage , Knocking Back , and Slowing nearby enemies by {{ slowpercent }}% for {{ slowduration }} second. Recast : Rammus ends this Ability early.{{ spellmodifierdescriptionappend }}",12/10.5/9/7.5/6,60,300,{{ cost }} {{ abilityresourcename }},champions/Rammus/images/abilities/powerball.png,champions/Rammus/images/abilities/powerball.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/rammus/hud/icons2d/armordillo_powerball.png
Rammus,33,W,Defensive Ball Curl,"Rammus goes into a defensive formation, vastly increasing his Armor and Magic Resistance, and returning damage to enemies that attack him.","Rammus enters a defensive formation for {{ buffduration }} seconds, gaining {{ bonusarmortooltip }} Armor and {{ bonusmrtooltip }} Magic Resist and dealing {{ returndamagecalc }} magic damage to enemies that Attack him. Recast : Rammus ends this Ability early.{{ spellmodifierdescriptionappend }}",7,40,300,{{ cost }} {{ abilityresourcename }},champions/Rammus/images/abilities/defensive_ball_curl.png,champions/Rammus/images/abilities/defensive_ball_curl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/rammus/hud/icons2d/armordillo_shellbash.png
Rammus,33,E,Frenzying Taunt,Rammus taunts an enemy champion or monster into a reckless assault against him.,Rammus Taunts an enemy champion or monster for {{ duration }} seconds. Monsters are dealt {{ monsterdamagecalc }} magic damage .{{ spellmodifierdescriptionappend }},12,50,325,{{ cost }} {{ abilityresourcename }},champions/Rammus/images/abilities/frenzying_taunt.png,champions/Rammus/images/abilities/frenzying_taunt.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/rammus/hud/icons2d/armordillo_scaledplating.png
